component_1,table_type,component_2,component_3,component_4,component_5,value,component_6,component_7,component_8
REG1,PRC_TSL,FTE-COMCOA,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-COMELC,DAYNITE,,,,,,
REG1,PRC_TSL,FTE-COMGAS,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-COMOIL,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-COMSOL,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-ELCBIO,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-ELCCOA,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-ELCGAS,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-ELCHYD,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-ELCNUC,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-ELCOIL,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-ELCSOL,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-ELCWIN,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-INDBIO,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-INDCOA,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-INDELC,DAYNITE,,,,,,
REG1,PRC_TSL,FTE-INDGAS,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-INDOIL,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-RSDBIO,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-RSDCOA,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-RSDELC,DAYNITE,,,,,,
REG1,PRC_TSL,FTE-RSDGAS,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-RSDOIL,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-RSDSOL,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-TRABIO,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-TRADSL,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-TRAELC,DAYNITE,,,,,,
REG1,PRC_TSL,FTE-TRAGAS,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-TRAGSL,ANNUAL,,,,,,
REG1,PRC_TSL,FTE-TRALPG,ANNUAL,,,,,,
REG1,PRC_TSL,IDM1ETOT,ANNUAL,,,,,,
REG1,PRC_TSL,IMPCOA1,ANNUAL,,,,,,
REG1,PRC_TSL,IMPDEMZ,ANNUAL,,,,,,
REG1,PRC_TSL,IMPDSL1,ANNUAL,,,,,,
REG1,PRC_TSL,IMPELC1,DAYNITE,,,,,,
REG1,PRC_TSL,IMPGAS1,ANNUAL,,,,,,
REG1,PRC_TSL,IMPGSL1,ANNUAL,,,,,,
REG1,PRC_TSL,IMPHFO1,ANNUAL,,,,,,
REG1,PRC_TSL,IMPKER1,ANNUAL,,,,,,
REG1,PRC_TSL,IMPLPG1,ANNUAL,,,,,,
REG1,PRC_TSL,IMPMATZ,ANNUAL,,,,,,
REG1,PRC_TSL,IMPNAP1,ANNUAL,,,,,,
REG1,PRC_TSL,IMPNRGZ,ANNUAL,,,,,,
REG1,PRC_TSL,IMPOIL1,ANNUAL,,,,,,
REG1,PRC_TSL,IMPOPP1,ANNUAL,,,,,,
REG1,PRC_TSL,MINBIO1,ANNUAL,,,,,,
REG1,PRC_TSL,MINCOA1,ANNUAL,,,,,,
REG1,PRC_TSL,MINCOA2,ANNUAL,,,,,,
REG1,PRC_TSL,MINCOA3,ANNUAL,,,,,,
REG1,PRC_TSL,MINGAS1,ANNUAL,,,,,,
REG1,PRC_TSL,MINGAS2,ANNUAL,,,,,,
REG1,PRC_TSL,MINGAS3,ANNUAL,,,,,,
REG1,PRC_TSL,MINHYD1,ANNUAL,,,,,,
REG1,PRC_TSL,MINNUC1,ANNUAL,,,,,,
REG1,PRC_TSL,MINOIL1,ANNUAL,,,,,,
REG1,PRC_TSL,MINOIL2,ANNUAL,,,,,,
REG1,PRC_TSL,MINOIL3,ANNUAL,,,,,,
REG1,PRC_TSL,MINSOL1,ANNUAL,,,,,,
REG1,PRC_TSL,MINWIN1,ANNUAL,,,,,,
REG1,PRC_TSL,RAPEELC,ANNUAL,,,,,,
REG1,PRC_TSL,REFEOIL00,ANNUAL,,,,,,
REG1,PRC_TSL,ROTEBIO,ANNUAL,,,,,,
REG1,PRC_TSL,ROTECOA,ANNUAL,,,,,,
REG1,PRC_TSL,ROTEELC,ANNUAL,,,,,,
REG1,PRC_TSL,ROTEGAS,ANNUAL,,,,,,
REG1,PRC_TSL,ROTEOIL,ANNUAL,,,,,,
REG1,PRC_TSL,RSHEBIO,ANNUAL,,,,,,
REG1,PRC_TSL,RSHECOA,ANNUAL,,,,,,
REG1,PRC_TSL,RSHEELC,ANNUAL,,,,,,
REG1,PRC_TSL,RSHEGAS,ANNUAL,,,,,,
REG1,PRC_TSL,RSHEOIL,ANNUAL,,,,,,
REG1,PRC_TSL,RSHESOL,ANNUAL,,,,,,
REG1,PRC_TSL,TB_ELC_REG1_REG2_01,DAYNITE,,,,,,
REG1,PRC_TSL,TCAREBIO,ANNUAL,,,,,,
REG1,PRC_TSL,TCAREDSL,ANNUAL,,,,,,
REG1,PRC_TSL,TCAREELC,ANNUAL,,,,,,
REG1,PRC_TSL,TCAREGAS,ANNUAL,,,,,,
REG1,PRC_TSL,TCAREGSL,ANNUAL,,,,,,
REG1,PRC_TSL,TCARELPG,ANNUAL,,,,,,
REG1,PRC_TSL,TPUBEBIO,ANNUAL,,,,,,
REG1,PRC_TSL,TPUBEDSL,ANNUAL,,,,,,
REG1,PRC_TSL,TPUBEELC,ANNUAL,,,,,,
REG1,PRC_TSL,TPUBEGAS,ANNUAL,,,,,,
REG1,PRC_TSL,TPUBEGSL,ANNUAL,,,,,,
REG1,PRC_TSL,TPUBELPG,ANNUAL,,,,,,
REG2,PRC_TSL,AOTETOT,ANNUAL,,,,,,
REG2,PRC_TSL,CAPEELC,ANNUAL,,,,,,
REG2,PRC_TSL,COTEBIO,ANNUAL,,,,,,
REG2,PRC_TSL,COTECOA,ANNUAL,,,,,,
REG2,PRC_TSL,COTEELC,ANNUAL,,,,,,
REG2,PRC_TSL,COTEGAS,ANNUAL,,,,,,
REG2,PRC_TSL,COTEOIL,ANNUAL,,,,,,
REG2,PRC_TSL,CSHEBIO,ANNUAL,,,,,,
REG2,PRC_TSL,CSHECOA,ANNUAL,,,,,,
REG2,PRC_TSL,CSHEELC,ANNUAL,,,,,,
REG2,PRC_TSL,CSHEGAS,ANNUAL,,,,,,
REG2,PRC_TSL,CSHEOIL,ANNUAL,,,,,,
REG2,PRC_TSL,CSHESOL,ANNUAL,,,,,,
REG2,PRC_TSL,ELCNENUC00,SEASON,,,,,,
REG2,PRC_TSL,ELCREBIO00,DAYNITE,,,,,,
REG2,PRC_TSL,ELCREHYD00,DAYNITE,,,,,,
REG2,PRC_TSL,ELCRESOL00,DAYNITE,,,,,,
REG2,PRC_TSL,ELCREWIN00,DAYNITE,,,,,,
REG2,PRC_TSL,ELCTECOA00,SEASON,,,,,,
REG2,PRC_TSL,ELCTEGAS00,DAYNITE,,,,,,
REG2,PRC_TSL,ELCTEOIL00,DAYNITE,,,,,,
REG2,PRC_TSL,EXPCOA1,ANNUAL,,,,,,
REG2,PRC_TSL,EXPDSL1,ANNUAL,,,,,,
REG2,PRC_TSL,EXPELC1,DAYNITE,,,,,,
REG2,PRC_TSL,EXPGAS1,ANNUAL,,,,,,
REG2,PRC_TSL,EXPGSL1,ANNUAL,,,,,,
REG2,PRC_TSL,EXPHFO1,ANNUAL,,,,,,
REG2,PRC_TSL,EXPKER1,ANNUAL,,,,,,
REG2,PRC_TSL,EXPLPG1,ANNUAL,,,,,,
REG2,PRC_TSL,EXPNAP1,ANNUAL,,,,,,
REG2,PRC_TSL,EXPOIL1,ANNUAL,,,,,,
REG2,PRC_TSL,EXPOPP1,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-AGRBIO,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-AGRCOA,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-AGRELC,DAYNITE,,,,,,
REG2,PRC_TSL,FTE-AGRGAS,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-AGROIL,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-COMBIO,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-COMCOA,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-COMELC,DAYNITE,,,,,,
REG2,PRC_TSL,FTE-COMGAS,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-COMOIL,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-COMSOL,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-ELCBIO,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-ELCCOA,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-ELCGAS,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-ELCHYD,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-ELCNUC,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-ELCOIL,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-ELCSOL,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-ELCWIN,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-INDBIO,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-INDCOA,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-INDELC,DAYNITE,,,,,,
REG2,PRC_TSL,FTE-INDGAS,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-INDOIL,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-RSDBIO,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-RSDCOA,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-RSDELC,DAYNITE,,,,,,
REG2,PRC_TSL,FTE-RSDGAS,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-RSDOIL,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-RSDSOL,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-TRABIO,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-TRADSL,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-TRAELC,DAYNITE,,,,,,
REG2,PRC_TSL,FTE-TRAGAS,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-TRAGSL,ANNUAL,,,,,,
REG2,PRC_TSL,FTE-TRALPG,ANNUAL,,,,,,
REG2,PRC_TSL,IDM1ETOT,ANNUAL,,,,,,
REG2,PRC_TSL,IMPCOA1,ANNUAL,,,,,,
REG2,PRC_TSL,IMPDEMZ,ANNUAL,,,,,,
REG2,PRC_TSL,IMPDSL1,ANNUAL,,,,,,
REG2,PRC_TSL,IMPELC1,DAYNITE,,,,,,
REG2,PRC_TSL,IMPGAS1,ANNUAL,,,,,,
REG2,PRC_TSL,IMPGSL1,ANNUAL,,,,,,
REG2,PRC_TSL,IMPHFO1,ANNUAL,,,,,,
REG2,PRC_TSL,IMPKER1,ANNUAL,,,,,,
REG2,PRC_TSL,IMPLPG1,ANNUAL,,,,,,
REG2,PRC_TSL,IMPMATZ,ANNUAL,,,,,,
REG2,PRC_TSL,IMPNAP1,ANNUAL,,,,,,
REG2,PRC_TSL,IMPNRGZ,ANNUAL,,,,,,
REG2,PRC_TSL,IMPOIL1,ANNUAL,,,,,,
REG2,PRC_TSL,IMPOPP1,ANNUAL,,,,,,
REG2,PRC_TSL,MINBIO1,ANNUAL,,,,,,
REG2,PRC_TSL,MINCOA1,ANNUAL,,,,,,
REG2,PRC_TSL,MINCOA2,ANNUAL,,,,,,
REG2,PRC_TSL,MINCOA3,ANNUAL,,,,,,
REG2,PRC_TSL,MINGAS1,ANNUAL,,,,,,
REG2,PRC_TSL,MINGAS2,ANNUAL,,,,,,
REG2,PRC_TSL,MINGAS3,ANNUAL,,,,,,
REG2,PRC_TSL,MINHYD1,ANNUAL,,,,,,
REG2,PRC_TSL,MINNUC1,ANNUAL,,,,,,
REG2,PRC_TSL,MINOIL1,ANNUAL,,,,,,
REG2,PRC_TSL,MINOIL2,ANNUAL,,,,,,
REG2,PRC_TSL,MINOIL3,ANNUAL,,,,,,
REG2,PRC_TSL,MINSOL1,ANNUAL,,,,,,
REG2,PRC_TSL,MINWIN1,ANNUAL,,,,,,
REG2,PRC_TSL,RAPEELC,ANNUAL,,,,,,
REG2,PRC_TSL,REFEOIL00,ANNUAL,,,,,,
REG2,PRC_TSL,ROTEBIO,ANNUAL,,,,,,
REG2,PRC_TSL,ROTECOA,ANNUAL,,,,,,
REG2,PRC_TSL,ROTEELC,ANNUAL,,,,,,
REG2,PRC_TSL,ROTEGAS,ANNUAL,,,,,,
REG2,PRC_TSL,ROTEOIL,ANNUAL,,,,,,
REG2,PRC_TSL,RSHEBIO,ANNUAL,,,,,,
REG2,PRC_TSL,RSHECOA,ANNUAL,,,,,,
REG2,PRC_TSL,RSHEELC,ANNUAL,,,,,,
REG2,PRC_TSL,RSHEGAS,ANNUAL,,,,,,
REG2,PRC_TSL,RSHEOIL,ANNUAL,,,,,,
REG2,PRC_TSL,RSHESOL,ANNUAL,,,,,,
REG2,PRC_TSL,TB_ELC_REG1_REG2_01,DAYNITE,,,,,,
REG2,PRC_TSL,TCAREBIO,ANNUAL,,,,,,
REG2,PRC_TSL,TCAREDSL,ANNUAL,,,,,,
REG2,PRC_TSL,TCAREELC,ANNUAL,,,,,,
REG2,PRC_TSL,TCAREGAS,ANNUAL,,,,,,
REG2,PRC_TSL,TCAREGSL,ANNUAL,,,,,,
REG2,PRC_TSL,TCARELPG,ANNUAL,,,,,,
REG2,PRC_TSL,TPUBEBIO,ANNUAL,,,,,,
REG2,PRC_TSL,TPUBEDSL,ANNUAL,,,,,,
REG2,PRC_TSL,TPUBEELC,ANNUAL,,,,,,
REG2,PRC_TSL,TPUBEGAS,ANNUAL,,,,,,
REG2,PRC_TSL,TPUBEGSL,ANNUAL,,,,,,
REG2,PRC_TSL,TPUBELPG,ANNUAL,,,,,,
REG1,PRC_ACTUNT,AOTETOT,DAOT,PJ,,,,,
REG1,PRC_ACTUNT,CAPEELC,DCAP,PJ,,,,,
REG1,PRC_ACTUNT,COTEBIO,DCOT,PJ,,,,,
REG1,PRC_ACTUNT,COTECOA,DCOT,PJ,,,,,
REG1,PRC_ACTUNT,COTEELC,DCOT,PJ,,,,,
REG1,PRC_ACTUNT,COTEGAS,DCOT,PJ,,,,,
REG1,PRC_ACTUNT,COTEOIL,DCOT,PJ,,,,,
REG1,PRC_ACTUNT,CSHEBIO,DCSH,PJ,,,,,
REG1,PRC_ACTUNT,CSHECOA,DCSH,PJ,,,,,
REG1,PRC_ACTUNT,CSHEELC,DCSH,PJ,,,,,
REG1,PRC_ACTUNT,CSHEGAS,DCSH,PJ,,,,,
REG1,PRC_ACTUNT,CSHEOIL,DCSH,PJ,,,,,
REG1,PRC_ACTUNT,CSHESOL,DCSH,PJ,,,,,
REG1,PRC_ACTUNT,ELCNENUC00,ELC,PJ,,,,,
REG1,PRC_ACTUNT,ELCREBIO00,ELC,PJ,,,,,
REG1,PRC_ACTUNT,ELCREHYD00,ELC,PJ,,,,,
REG1,PRC_ACTUNT,ELCRESOL00,ELC,PJ,,,,,
REG1,PRC_ACTUNT,ELCREWIN00,ELC,PJ,,,,,
REG1,PRC_ACTUNT,ELCTECOA00,ELC,PJ,,,,,
REG1,PRC_ACTUNT,ELCTEGAS00,ELC,PJ,,,,,
REG1,PRC_ACTUNT,ELCTEOIL00,ELC,PJ,,,,,
REG1,PRC_ACTUNT,EXPCOA1,COA,PJ,,,,,
REG1,PRC_ACTUNT,EXPDSL1,DSL,PJ,,,,,
REG1,PRC_ACTUNT,EXPELC1,ELC,PJ,,,,,
REG1,PRC_ACTUNT,EXPGAS1,GAS,PJ,,,,,
REG1,PRC_ACTUNT,EXPGSL1,GSL,PJ,,,,,
REG1,PRC_ACTUNT,EXPHFO1,HFO,PJ,,,,,
REG1,PRC_ACTUNT,EXPKER1,KER,PJ,,,,,
REG1,PRC_ACTUNT,EXPLPG1,LPG,PJ,,,,,
REG1,PRC_ACTUNT,EXPNAP1,NAP,PJ,,,,,
REG1,PRC_ACTUNT,EXPOIL1,OIL,PJ,,,,,
REG1,PRC_ACTUNT,EXPOPP1,OPP,PJ,,,,,
REG1,PRC_ACTUNT,FTE-AGRBIO,AGRBIO,PJ,,,,,
REG1,PRC_ACTUNT,FTE-AGRCOA,AGRCOA,PJ,,,,,
REG1,PRC_ACTUNT,FTE-AGRELC,AGRELC,PJ,,,,,
REG1,PRC_ACTUNT,FTE-AGRGAS,AGRGAS,PJ,,,,,
REG1,PRC_ACTUNT,FTE-AGROIL,AGROIL,PJ,,,,,
REG1,PRC_ACTUNT,FTE-COMBIO,COMBIO,PJ,,,,,
REG1,PRC_ACTUNT,FTE-COMCOA,COMCOA,PJ,,,,,
REG1,PRC_ACTUNT,FTE-COMELC,COMELC,PJ,,,,,
REG1,PRC_ACTUNT,FTE-COMGAS,COMGAS,PJ,,,,,
REG1,PRC_ACTUNT,FTE-COMOIL,COMOIL,PJ,,,,,
REG1,PRC_ACTUNT,FTE-COMSOL,COMSOL,PJ,,,,,
REG1,PRC_ACTUNT,FTE-ELCBIO,ELCBIO,PJ,,,,,
REG1,PRC_ACTUNT,FTE-ELCCOA,ELCCOA,PJ,,,,,
REG1,PRC_ACTUNT,FTE-ELCGAS,ELCGAS,PJ,,,,,
REG1,PRC_ACTUNT,FTE-ELCHYD,ELCHYD,PJ,,,,,
REG1,PRC_ACTUNT,FTE-ELCNUC,ELCNUC,PJ,,,,,
REG1,PRC_ACTUNT,FTE-ELCOIL,ELCOIL,PJ,,,,,
REG1,PRC_ACTUNT,FTE-ELCSOL,ELCSOL,PJ,,,,,
REG1,PRC_ACTUNT,FTE-ELCWIN,ELCWIN,PJ,,,,,
REG1,PRC_ACTUNT,FTE-INDBIO,INDBIO,PJ,,,,,
REG1,PRC_ACTUNT,FTE-INDCOA,INDCOA,PJ,,,,,
REG1,PRC_ACTUNT,FTE-INDELC,INDELC,PJ,,,,,
REG1,PRC_ACTUNT,FTE-INDGAS,INDGAS,PJ,,,,,
REG1,PRC_ACTUNT,FTE-INDOIL,INDOIL,PJ,,,,,
REG1,PRC_ACTUNT,FTE-RSDBIO,RSDBIO,PJ,,,,,
REG1,PRC_ACTUNT,FTE-RSDCOA,RSDCOA,PJ,,,,,
REG1,PRC_ACTUNT,FTE-RSDELC,RSDELC,PJ,,,,,
REG1,PRC_ACTUNT,FTE-RSDGAS,RSDGAS,PJ,,,,,
REG1,PRC_ACTUNT,FTE-RSDOIL,RSDOIL,PJ,,,,,
REG1,PRC_ACTUNT,FTE-RSDSOL,RSDSOL,PJ,,,,,
REG1,PRC_ACTUNT,FTE-TRABIO,TRABIO,PJ,,,,,
REG1,PRC_ACTUNT,FTE-TRADSL,TRADSL,PJ,,,,,
REG1,PRC_ACTUNT,FTE-TRAELC,TRAELC,PJ,,,,,
REG1,PRC_ACTUNT,FTE-TRAGAS,TRAGAS,PJ,,,,,
REG1,PRC_ACTUNT,FTE-TRAGSL,TRAGSL,PJ,,,,,
REG1,PRC_ACTUNT,FTE-TRALPG,TRALPG,PJ,,,,,
REG1,PRC_ACTUNT,IDM1ETOT,DIDM1,PJ,,,,,
REG1,PRC_ACTUNT,IMPCOA1,COA,PJ,,,,,
REG1,PRC_ACTUNT,IMPDEMZ,DEM,PJ,,,,,
REG1,PRC_ACTUNT,IMPDSL1,DSL,PJ,,,,,
REG1,PRC_ACTUNT,IMPELC1,ELC,PJ,,,,,
REG1,PRC_ACTUNT,IMPGAS1,GAS,PJ,,,,,
REG1,PRC_ACTUNT,IMPGSL1,GSL,PJ,,,,,
REG1,PRC_ACTUNT,IMPHFO1,HFO,PJ,,,,,
REG1,PRC_ACTUNT,IMPKER1,KER,PJ,,,,,
REG1,PRC_ACTUNT,IMPLPG1,LPG,PJ,,,,,
REG1,PRC_ACTUNT,IMPMATZ,MAT,MT,,,,,
REG1,PRC_ACTUNT,IMPNAP1,NAP,PJ,,,,,
REG1,PRC_ACTUNT,IMPNRGZ,NRG,PJ,,,,,
REG1,PRC_ACTUNT,IMPOIL1,OIL,PJ,,,,,
REG1,PRC_ACTUNT,IMPOPP1,OPP,PJ,,,,,
REG1,PRC_ACTUNT,MINBIO1,BIO,PJ,,,,,
REG1,PRC_ACTUNT,MINCOA1,COA,PJ,,,,,
REG1,PRC_ACTUNT,MINCOA2,COA,PJ,,,,,
REG1,PRC_ACTUNT,MINCOA3,COA,PJ,,,,,
REG1,PRC_ACTUNT,MINGAS1,GAS,PJ,,,,,
REG1,PRC_ACTUNT,MINGAS2,GAS,PJ,,,,,
REG1,PRC_ACTUNT,MINGAS3,GAS,PJ,,,,,
REG1,PRC_ACTUNT,MINHYD1,HYD,PJ,,,,,
REG1,PRC_ACTUNT,MINNUC1,NUC,PJ,,,,,
REG1,PRC_ACTUNT,MINOIL1,OIL,PJ,,,,,
REG1,PRC_ACTUNT,MINOIL2,OIL,PJ,,,,,
REG1,PRC_ACTUNT,MINOIL3,OIL,PJ,,,,,
REG1,PRC_ACTUNT,MINSOL1,SOL,PJ,,,,,
REG1,PRC_ACTUNT,MINWIN1,WIN,PJ,,,,,
REG1,PRC_ACTUNT,RAPEELC,DRAP,PJ,,,,,
REG1,PRC_ACTUNT,REFEOIL00,REFEOIL00_NRGI,PJ,,,,,
REG1,PRC_ACTUNT,ROTEBIO,DROT,PJ,,,,,
REG1,PRC_ACTUNT,ROTECOA,DROT,PJ,,,,,
REG1,PRC_ACTUNT,ROTEELC,DROT,PJ,,,,,
REG1,PRC_ACTUNT,ROTEGAS,DROT,PJ,,,,,
REG1,PRC_ACTUNT,ROTEOIL,DROT,PJ,,,,,
REG1,PRC_ACTUNT,RSHEBIO,DRSH,PJ,,,,,
REG1,PRC_ACTUNT,RSHECOA,DRSH,PJ,,,,,
REG1,PRC_ACTUNT,RSHEELC,DRSH,PJ,,,,,
REG1,PRC_ACTUNT,RSHEGAS,DRSH,PJ,,,,,
REG1,PRC_ACTUNT,RSHEOIL,DRSH,PJ,,,,,
REG1,PRC_ACTUNT,RSHESOL,DRSH,PJ,,,,,
REG1,PRC_ACTUNT,TB_ELC_REG1_REG2_01,NRG,PJ,,,,,
REG1,PRC_ACTUNT,TCAREBIO,TCAREBIO_DEMO,BPKM,,,,,
REG1,PRC_ACTUNT,TCAREDSL,TCAREDSL_DEMO,BPKM,,,,,
REG1,PRC_ACTUNT,TCAREELC,TCAREELC_DEMO,BPKM,,,,,
REG1,PRC_ACTUNT,TCAREGAS,TCAREGAS_DEMO,BPKM,,,,,
REG1,PRC_ACTUNT,TCAREGSL,TCAREGSL_DEMO,BPKM,,,,,
REG1,PRC_ACTUNT,TCARELPG,TCARELPG_DEMO,BPKM,,,,,
REG1,PRC_ACTUNT,TPUBEBIO,TPUBEBIO_DEMO,BPKM,,,,,
REG1,PRC_ACTUNT,TPUBEDSL,TPUBEDSL_DEMO,BPKM,,,,,
REG1,PRC_ACTUNT,TPUBEELC,TPUBEELC_DEMO,BPKM,,,,,
REG1,PRC_ACTUNT,TPUBEGAS,TPUBEGAS_DEMO,BPKM,,,,,
REG1,PRC_ACTUNT,TPUBEGSL,TPUBEGSL_DEMO,BPKM,,,,,
REG1,PRC_ACTUNT,TPUBELPG,TPUBELPG_DEMO,BPKM,,,,,
REG1,PRC_ACTUNT,TU_GAS_REG2_REG1_01,NRG,PJ,,,,,
REG2,PRC_ACTUNT,AOTETOT,DAOT,PJ,,,,,
REG2,PRC_ACTUNT,CAPEELC,DCAP,PJ,,,,,
REG2,PRC_ACTUNT,COTEBIO,DCOT,PJ,,,,,
REG2,PRC_ACTUNT,COTECOA,DCOT,PJ,,,,,
REG2,PRC_ACTUNT,COTEELC,DCOT,PJ,,,,,
REG2,PRC_ACTUNT,COTEGAS,DCOT,PJ,,,,,
REG2,PRC_ACTUNT,COTEOIL,DCOT,PJ,,,,,
REG2,PRC_ACTUNT,CSHEBIO,DCSH,PJ,,,,,
REG2,PRC_ACTUNT,CSHECOA,DCSH,PJ,,,,,
REG2,PRC_ACTUNT,CSHEELC,DCSH,PJ,,,,,
REG2,PRC_ACTUNT,CSHEGAS,DCSH,PJ,,,,,
REG2,PRC_ACTUNT,CSHEOIL,DCSH,PJ,,,,,
REG2,PRC_ACTUNT,CSHESOL,DCSH,PJ,,,,,
REG2,PRC_ACTUNT,ELCNENUC00,ELC,PJ,,,,,
REG2,PRC_ACTUNT,ELCREBIO00,ELC,PJ,,,,,
REG2,PRC_ACTUNT,ELCREHYD00,ELC,PJ,,,,,
REG2,PRC_ACTUNT,ELCRESOL00,ELC,PJ,,,,,
REG2,PRC_ACTUNT,ELCREWIN00,ELC,PJ,,,,,
REG2,PRC_ACTUNT,ELCTECOA00,ELC,PJ,,,,,
REG2,PRC_ACTUNT,ELCTEGAS00,ELC,PJ,,,,,
REG2,PRC_ACTUNT,ELCTEOIL00,ELC,PJ,,,,,
REG2,PRC_ACTUNT,EXPCOA1,COA,PJ,,,,,
REG2,PRC_ACTUNT,EXPDSL1,DSL,PJ,,,,,
REG2,PRC_ACTUNT,EXPELC1,ELC,PJ,,,,,
REG2,PRC_ACTUNT,EXPGAS1,GAS,PJ,,,,,
REG2,PRC_ACTUNT,EXPGSL1,GSL,PJ,,,,,
REG2,PRC_ACTUNT,EXPHFO1,HFO,PJ,,,,,
REG2,PRC_ACTUNT,EXPKER1,KER,PJ,,,,,
REG2,PRC_ACTUNT,EXPLPG1,LPG,PJ,,,,,
REG2,PRC_ACTUNT,EXPNAP1,NAP,PJ,,,,,
REG2,PRC_ACTUNT,EXPOIL1,OIL,PJ,,,,,
REG2,PRC_ACTUNT,EXPOPP1,OPP,PJ,,,,,
REG2,PRC_ACTUNT,FTE-AGRBIO,AGRBIO,PJ,,,,,
REG2,PRC_ACTUNT,FTE-AGRCOA,AGRCOA,PJ,,,,,
REG2,PRC_ACTUNT,FTE-AGRELC,AGRELC,PJ,,,,,
REG2,PRC_ACTUNT,FTE-AGRGAS,AGRGAS,PJ,,,,,
REG2,PRC_ACTUNT,FTE-AGROIL,AGROIL,PJ,,,,,
REG2,PRC_ACTUNT,FTE-COMBIO,COMBIO,PJ,,,,,
REG2,PRC_ACTUNT,FTE-COMCOA,COMCOA,PJ,,,,,
REG2,PRC_ACTUNT,FTE-COMELC,COMELC,PJ,,,,,
REG2,PRC_ACTUNT,FTE-COMGAS,COMGAS,PJ,,,,,
REG2,PRC_ACTUNT,FTE-COMOIL,COMOIL,PJ,,,,,
REG2,PRC_ACTUNT,FTE-COMSOL,COMSOL,PJ,,,,,
REG2,PRC_ACTUNT,FTE-ELCBIO,ELCBIO,PJ,,,,,
REG2,PRC_ACTUNT,FTE-ELCCOA,ELCCOA,PJ,,,,,
REG2,PRC_ACTUNT,FTE-ELCGAS,ELCGAS,PJ,,,,,
REG2,PRC_ACTUNT,FTE-ELCHYD,ELCHYD,PJ,,,,,
REG2,PRC_ACTUNT,FTE-ELCNUC,ELCNUC,PJ,,,,,
REG2,PRC_ACTUNT,FTE-ELCOIL,ELCOIL,PJ,,,,,
REG2,PRC_ACTUNT,FTE-ELCSOL,ELCSOL,PJ,,,,,
REG2,PRC_ACTUNT,FTE-ELCWIN,ELCWIN,PJ,,,,,
REG2,PRC_ACTUNT,FTE-INDBIO,INDBIO,PJ,,,,,
REG2,PRC_ACTUNT,FTE-INDCOA,INDCOA,PJ,,,,,
REG2,PRC_ACTUNT,FTE-INDELC,INDELC,PJ,,,,,
REG2,PRC_ACTUNT,FTE-INDGAS,INDGAS,PJ,,,,,
REG2,PRC_ACTUNT,FTE-INDOIL,INDOIL,PJ,,,,,
REG2,PRC_ACTUNT,FTE-RSDBIO,RSDBIO,PJ,,,,,
