component_1,table_type,component_2,component_3,component_4,component_5,value
REG1,NCAP_TLIFE,2005,RSHNOIL1,,,20.0
REG1,NCAP_TLIFE,2005,RSHNSOL1,,,15.0
REG1,NCAP_TLIFE,2005,TCANDSL1,,,10.0
REG1,NCAP_TLIFE,2005,TCANELC1,,,10.0
REG1,NCAP_TLIFE,2005,TCANGAS1,,,10.0
REG1,NCAP_TLIFE,2005,TCANGSL1,,,10.0
REG1,NCAP_TLIFE,2005,TCANLPG1,,,10.0
REG1,NCAP_TLIFE,2005,TCARNBIO1,,,10.0
REG1,NCAP_TLIFE,2005,TPUBNBIO1,,,30.0
REG1,NCAP_TLIFE,2005,TPUNDSL1,,,30.0
REG1,NCAP_TLIFE,2005,TPUNELC1,,,30.0
REG1,NCAP_TLIFE,2005,TPUNGAS1,,,30.0
REG1,NCAP_TLIFE,2005,TPUNGSL1,,,30.0
REG1,NCAP_TLIFE,2005,TPUNLPG1,,,30.0
REG1,NCAP_TLIFE,2006,ELCTNGAS01,,,30.0
REG2,NCAP_TLIFE,2005,CAPNELC1,,,5.0
REG2,NCAP_TLIFE,2005,COTNBIO1,,,15.0
REG2,NCAP_TLIFE,2005,COTNCOA1,,,15.0
REG2,NCAP_TLIFE,2005,COTNELC1,,,15.0
REG2,NCAP_TLIFE,2005,COTNGAS1,,,15.0
REG2,NCAP_TLIFE,2005,COTNOIL1,,,15.0
REG2,NCAP_TLIFE,2005,CSHNBIO1,,,20.0
REG2,NCAP_TLIFE,2005,CSHNCOA1,,,20.0
REG2,NCAP_TLIFE,2005,CSHNELC1,,,20.0
REG2,NCAP_TLIFE,2005,CSHNGAS1,,,20.0
REG2,NCAP_TLIFE,2005,CSHNOIL1,,,20.0
REG2,NCAP_TLIFE,2005,CSHNSOL1,,,15.0
REG2,NCAP_TLIFE,2005,ELCNNNUC01,,,60.0
REG2,NCAP_TLIFE,2005,ELCRNBIO01,,,25.0
REG2,NCAP_TLIFE,2005,ELCRNHYD01,,,50.0
REG2,NCAP_TLIFE,2005,ELCRNSOL01,,,15.0
REG2,NCAP_TLIFE,2005,ELCRNWIN01,,,20.0
REG2,NCAP_TLIFE,2005,ELCTNCOA01,,,40.0
REG2,NCAP_TLIFE,2005,ELCTNOIL01,,,40.0
REG2,NCAP_TLIFE,2005,RAPNELC1,,,5.0
REG2,NCAP_TLIFE,2005,ROTNBIO1,,,15.0
REG2,NCAP_TLIFE,2005,ROTNCOA1,,,15.0
REG2,NCAP_TLIFE,2005,ROTNELC1,,,15.0
REG2,NCAP_TLIFE,2005,ROTNGAS1,,,15.0
REG2,NCAP_TLIFE,2005,ROTNOIL1,,,15.0
REG2,NCAP_TLIFE,2005,RSHNBIO1,,,20.0
REG2,NCAP_TLIFE,2005,RSHNCOA1,,,20.0
REG2,NCAP_TLIFE,2005,RSHNELC1,,,20.0
REG2,NCAP_TLIFE,2005,RSHNGAS1,,,20.0
REG2,NCAP_TLIFE,2005,RSHNOIL1,,,20.0
REG2,NCAP_TLIFE,2005,RSHNSOL1,,,15.0
REG2,NCAP_TLIFE,2005,TCANDSL1,,,10.0
REG2,NCAP_TLIFE,2005,TCANELC1,,,10.0
REG2,NCAP_TLIFE,2005,TCANGAS1,,,10.0
REG2,NCAP_TLIFE,2005,TCANGSL1,,,10.0
REG2,NCAP_TLIFE,2005,TCANLPG1,,,10.0
REG2,NCAP_TLIFE,2005,TCARNBIO1,,,10.0
REG2,NCAP_TLIFE,2005,TPUBNBIO1,,,30.0
REG2,NCAP_TLIFE,2005,TPUNDSL1,,,30.0
REG2,NCAP_TLIFE,2005,TPUNELC1,,,30.0
REG2,NCAP_TLIFE,2005,TPUNGAS1,,,30.0
REG2,NCAP_TLIFE,2005,TPUNGSL1,,,30.0
REG2,NCAP_TLIFE,2005,TPUNLPG1,,,30.0
REG2,NCAP_TLIFE,2006,ELCTNGAS01,,,30.0
REG1,PRC_CAPACT,CAPNELC1,,,,1.0
REG1,PRC_CAPACT,COTNBIO1,,,,1.0
REG1,PRC_CAPACT,COTNCOA1,,,,1.0
REG1,PRC_CAPACT,COTNELC1,,,,1.0
REG1,PRC_CAPACT,COTNGAS1,,,,1.0
REG1,PRC_CAPACT,COTNOIL1,,,,1.0
REG1,PRC_CAPACT,CSHNBIO1,,,,31.536
REG1,PRC_CAPACT,CSHNCOA1,,,,31.536
REG1,PRC_CAPACT,CSHNELC1,,,,31.536
REG1,PRC_CAPACT,CSHNGAS1,,,,31.536
REG1,PRC_CAPACT,CSHNOIL1,,,,31.536
REG1,PRC_CAPACT,CSHNSOL1,,,,31.536
REG1,PRC_CAPACT,ELCNNNUC01,,,,31.536
REG1,PRC_CAPACT,ELCRNBIO01,,,,31.536
REG1,PRC_CAPACT,ELCRNHYD01,,,,31.536
REG1,PRC_CAPACT,ELCRNSOL01,,,,31.536
REG1,PRC_CAPACT,ELCRNWIN01,,,,31.536
REG1,PRC_CAPACT,ELCTNCOA01,,,,31.536
REG1,PRC_CAPACT,ELCTNGAS01,,,,31.536
REG1,PRC_CAPACT,ELCTNOIL01,,,,31.536
REG1,PRC_CAPACT,RAPNELC1,,,,1.0
REG1,PRC_CAPACT,ROTNBIO1,,,,1.0
REG1,PRC_CAPACT,ROTNCOA1,,,,1.0
REG1,PRC_CAPACT,ROTNELC1,,,,1.0
REG1,PRC_CAPACT,ROTNGAS1,,,,1.0
REG1,PRC_CAPACT,ROTNOIL1,,,,1.0
REG1,PRC_CAPACT,RSHNBIO1,,,,31.536
REG1,PRC_CAPACT,RSHNCOA1,,,,31.536
REG1,PRC_CAPACT,RSHNELC1,,,,31.536
REG1,PRC_CAPACT,RSHNGAS1,,,,31.536
REG1,PRC_CAPACT,RSHNOIL1,,,,31.536
REG1,PRC_CAPACT,RSHNSOL1,,,,31.536
REG1,PRC_CAPACT,TCANDSL1,,,,0.001
REG1,PRC_CAPACT,TCANELC1,,,,0.001
REG1,PRC_CAPACT,TCANGAS1,,,,0.001
REG1,PRC_CAPACT,TCANGSL1,,,,0.001
REG1,PRC_CAPACT,TCANLPG1,,,,0.001
REG1,PRC_CAPACT,TCARNBIO1,,,,0.001
REG1,PRC_CAPACT,TPUBNBIO1,,,,0.001
REG1,PRC_CAPACT,TPUNDSL1,,,,0.001
REG1,PRC_CAPACT,TPUNELC1,,,,0.001
REG1,PRC_CAPACT,TPUNGAS1,,,,0.001
REG1,PRC_CAPACT,TPUNGSL1,,,,0.001
REG1,PRC_CAPACT,TPUNLPG1,,,,0.001
REG2,PRC_CAPACT,CAPNELC1,,,,1.0
REG2,PRC_CAPACT,COTNBIO1,,,,1.0
REG2,PRC_CAPACT,COTNCOA1,,,,1.0
REG2,PRC_CAPACT,COTNELC1,,,,1.0
REG2,PRC_CAPACT,COTNGAS1,,,,1.0
REG2,PRC_CAPACT,COTNOIL1,,,,1.0
REG2,PRC_CAPACT,CSHNBIO1,,,,31.536
REG2,PRC_CAPACT,CSHNCOA1,,,,31.536
REG2,PRC_CAPACT,CSHNELC1,,,,31.536
REG2,PRC_CAPACT,CSHNGAS1,,,,31.536
REG2,PRC_CAPACT,CSHNOIL1,,,,31.536
REG2,PRC_CAPACT,CSHNSOL1,,,,31.536
REG2,PRC_CAPACT,ELCNNNUC01,,,,31.536
REG2,PRC_CAPACT,ELCRNBIO01,,,,31.536
REG2,PRC_CAPACT,ELCRNHYD01,,,,31.536
REG2,PRC_CAPACT,ELCRNSOL01,,,,31.536
REG2,PRC_CAPACT,ELCRNWIN01,,,,31.536
REG2,PRC_CAPACT,ELCTNCOA01,,,,31.536
REG2,PRC_CAPACT,ELCTNGAS01,,,,31.536
REG2,PRC_CAPACT,ELCTNOIL01,,,,31.536
REG2,PRC_CAPACT,RAPNELC1,,,,1.0
REG2,PRC_CAPACT,ROTNBIO1,,,,1.0
REG2,PRC_CAPACT,ROTNCOA1,,,,1.0
REG2,PRC_CAPACT,ROTNELC1,,,,1.0
REG2,PRC_CAPACT,ROTNGAS1,,,,1.0
REG2,PRC_CAPACT,ROTNOIL1,,,,1.0
REG2,PRC_CAPACT,RSHNBIO1,,,,31.536
REG2,PRC_CAPACT,RSHNCOA1,,,,31.536
REG2,PRC_CAPACT,RSHNELC1,,,,31.536
REG2,PRC_CAPACT,RSHNGAS1,,,,31.536
REG2,PRC_CAPACT,RSHNOIL1,,,,31.536
REG2,PRC_CAPACT,RSHNSOL1,,,,31.536
REG2,PRC_CAPACT,TCANDSL1,,,,0.001
REG2,PRC_CAPACT,TCANELC1,,,,0.001
REG2,PRC_CAPACT,TCANGAS1,,,,0.001
REG2,PRC_CAPACT,TCANGSL1,,,,0.001
REG2,PRC_CAPACT,TCANLPG1,,,,0.001
REG2,PRC_CAPACT,TCARNBIO1,,,,0.001
REG2,PRC_CAPACT,TPUBNBIO1,,,,0.001
REG2,PRC_CAPACT,TPUNDSL1,,,,0.001
REG2,PRC_CAPACT,TPUNELC1,,,,0.001
REG2,PRC_CAPACT,TPUNGAS1,,,,0.001
REG2,PRC_CAPACT,TPUNGSL1,,,,0.001
REG2,PRC_CAPACT,TPUNLPG1,,,,0.001
